Référence	ContexteGauche	Pivot	ContexteDroit
1741_Duclos_Confessions	en était pas digne, son coeur n'	était	fait que pour le vice. Elle aurait été trop dangereuse si
1741_Duclos_Confessions	de l'esprit, heureusement elle n'en	avait	point ; ce n'est pas qu'elle n'y prétendît.
1741_Duclos_Confessions	pas qu'elle n'y prétendît. Elle	voulait	même paraître vive, parce qu'elle s'imaginait que cela lui
1741_Duclos_Confessions	même paraître vive, parce qu'elle s'	imaginait	que cela lui donnait un air de jeunesse et d'esprit,
1741_Duclos_Confessions	parce qu'elle s'imaginait que cela lui	donnait	un air de jeunesse et d'esprit, et la vivacité qui
1741_Duclos_Confessions	ajoute encore à la sottise. Je ne	concevais	pas l'aveuglement de Senecé, ni qu'on pût être attaché
1741_Duclos_Confessions	la beauté même. Je crus qu'il	était	du devoir de l'amitié d'ouvrir les yeux à mon ami
1741_Duclos_Confessions	finit par le rendre méprisable. Je n'	ignorais	pas qu'une pareille entreprise était délicate avec un homme amoureux,
1741_Duclos_Confessions	Je n'ignorais pas qu'une pareille entreprise	était	délicate avec un homme amoureux, et j'étais fort embarrassé.
1741_Duclos_Confessions	délicate avec un homme amoureux, et j'	étais	fort embarrassé. Ce qui me détermina fut de voir que Senecé
1741_Duclos_Confessions	qui me détermina fut de voir que Senecé	rompait	insensiblement avec tous ses amis, et particulièrement avec sa famille.
1741_Duclos_Confessions	de vivre avec eux comme s'ils l'	étaient	, et de cacher au public toutes les dissensions domestiques. Senecé
1741_Duclos_Confessions	. Senecé eut avec sa soeur, qui	était	une femme respectable, une discussion qui fit éclat ; tout le
1741_Duclos_Confessions	discussion qui fit éclat ; tout le monde	donnait	le tort à mon ami, et je vis clairement que ce
1741_Duclos_Confessions	, et je vis clairement que ce scandale	était	l'ouvrage de la Dornal. Elle connaissait assez la facilité de
1741_Duclos_Confessions	était l'ouvrage de la Dornal. Elle	connaissait	assez la facilité de son amant pour craindre qu'on ne le
1741_Duclos_Confessions	qu'on ne le lui enlevât ; elle	avait	résolu de le subjuguer, et, comme elle ne se croyait
1741_Duclos_Confessions	subjuguer, et, comme elle ne se	croyait	pas assez jeune pour s'assurer de sa constance, elle commença
1741_Duclos_Confessions	ajouta encore par là au mépris que j'	avais	déjà pour elle. J'en parlai à Senecé, et ce
1741_Duclos_Confessions	je lui représentai le tort qu'il se	faisait	. Apparemment qu'il avait déjà entendu parler désavantageusement de sa maîtresse
1741_Duclos_Confessions	qu'il se faisait. Apparemment qu'il	avait	déjà entendu parler désavantageusement de sa maîtresse, car il m'interrompit
1741_Duclos_Confessions	Senecé le portrait de sa maîtresse ; il	était	affreux, car il ressemblait. " on est bien à plaindre
1741_Duclos_Confessions	maîtresse ; il était affreux, car il	ressemblait	. " on est bien à plaindre, ajoutai -je, d'
1741_Duclos_Confessions	en cacher, et il semble que vous	affectiez	de vous montrer partout avec elle. On vous voit ensemble aux
1741_Duclos_Confessions	il me répondit que, si je la	connaissais	mieux, j'en prendrais d'autres sentiments. Enfin il me
1741_Duclos_Confessions	plus détaché de sa maîtresse. Il n'	était	guère convenable que je continuasse d'aller chez une femme dont je
1741_Duclos_Confessions	continuasse d'aller chez une femme dont je	pensais	aussi mal ; je cessai mesvisites ; je n'y allais que
1741_Duclos_Confessions	; je cessai mesvisites ; je n'y	allais	que lorsque Sencé m'y entraînait. Elle m'en fit d'
1741_Duclos_Confessions	n'y allais que lorsque Sencé m'y	entraînait	. Elle m'en fit d'abord quelques reproches ; mais apparemment
1741_Duclos_Confessions	changea tout à coup l'accueil qu'elle	avait	coutume de me faire, et me marqua une haine qui était
1741_Duclos_Confessions	faire, et me marqua une haine qui	était	aussi sincère que ses premières amitiés avaient été fausses. J'en
1741_Duclos_Confessions	qui était aussi sincère que ses premières amitiés	avaient	été fausses. J'en fus charmé, et je cessai absolument
1741_Duclos_Confessions	cessai absolument d'y aller. Cependant je	voyais	quelquefois Senecé ; il craignait de me parler de sa maîtresse,
1741_Duclos_Confessions	. Cependant je voyais quelquefois Senecé ; il	craignait	de me parler de sa maîtresse, et je ne lui en
1741_Duclos_Confessions	sa maîtresse, et je ne lui en	disais	pas un mot. De temps en temps je le trouvais triste
1741_Duclos_Confessions	mot. De temps en temps je le	trouvais	triste et pensif. Je l'aimais véritablement, et je m'
1741_Duclos_Confessions	le trouvais triste et pensif. Je l'	aimais	véritablement, et je m'intéressais à son état. Je lui
1741_Duclos_Confessions	Je l'aimais véritablement, et je m'	intéressais	à son état. Je lui demandai un jour le sujet de
1741_Duclos_Confessions	plusieurs défaites, il m'avoua qu'il	avait	quelquefois des altercations avec sa maîtresse, et qu'elle le traitait
1741_Duclos_Confessions	avec sa maîtresse, et qu'elle le	traitait	avec beaucoup de hauteur et même de dureté. " c'est-à-dire
1741_Duclos_Confessions	contente d'avoir un amant auquel elle ne	devait	plus raisonnablement prétendre, à moins qu'elle n'en devienne le
1741_Duclos_Confessions	voulus lui rappeler alors ce que je lui	avais	déjà dit. " vous ne m'apprendrez rien, reprit -il
1741_Duclos_Confessions	. Je lui ai fait connaître que j'	étais	excédé de sa tyrannie, et sur le point de m'en
1741_Duclos_Confessions	par un destin unique ; si elle vous	perdait	, pourrait -elle se flatter d'un second miracle qui vous donnât
1741_Duclos_Confessions	souper chez la Dornal. Ce que j'	avais	avancé me fit naître l'idée de l'exécuter, comme l'
1741_Duclos_Confessions	et de guérir mon ami. La difficulté	était	de revoir la Dornal, le hasard y pourvut. Je l'
1741_Duclos_Confessions	loge, au fond de laquelle il se	cachait	car, il faut lui rendre justice, il rougissait d'être
1741_Duclos_Confessions	, il faut lui rendre justice, il	rougissait	d'être avec elle. Je feignis de n'avoir reconnu que
1741_Duclos_Confessions	Dornal toute la rage que ma vue lui	inspirait	, et qu'elle avait peine à cacher ; elle ne put
1741_Duclos_Confessions	ma vue lui inspirait, et qu'elle	avait	peine à cacher ; elle ne put epedant empêcher que je ne
1741_Duclos_Confessions	que je ne prisse la place que j'	avais	demandée, et que Senecé n'avait osé me refuser ; et
1741_Duclos_Confessions	j'avais demandée, et que Senecé n'	avait	osé me refuser ; et, comme j'avais mon dessein,
1741_Duclos_Confessions	osé me refuser ; et, comme j'	avais	mon dessein, je ne parus pas faire attention à la mauvaise
1741_Duclos_Confessions	accepta, et me demanda si je ne	venais	pas souper avec eux. J'y consentis, et Senecé m'
1741_Duclos_Confessions	nous séparâmes meilleurs amis que nous ne l'	avions	jamais été. J'y retournai le lendemain, je fus encore
1741_Duclos_Confessions	n'oubliai rien pour lui persuader que j'	étais	amoureux d'elle. J'y allais dans l'absence de Senecé
1741_Duclos_Confessions	j'étais amoureux d'elle. J'y	allais	dans l'absence de Senecé, et je voyais qu'elle lui
1741_Duclos_Confessions	dans l'absence de Senecé, et je	voyais	qu'elle lui faisait mystère de mes visites. Il me dit
1741_Duclos_Confessions	Senecé, et je voyais qu'elle lui	faisait	mystère de mes visites. Il me dit qu'il vivait plus
1741_Duclos_Confessions	mes visites. Il me dit qu'il	vivait	plus tranquillement avec elle, et que si elle continuait à le
1741_Duclos_Confessions	tranquillement avec elle, et que si elle	continuait	à le traiter avec autant de douceur, il serait le plus
1741_Duclos_Confessions	bien de la lui dire : il n'	était	pas encore temps. Enfin, lorsque la Dornal crut avoir assez
1741_Duclos_Confessions	plaintes et des reproches des discours que j'	avais	tenus sur son compte à Senecé, qui avait eu la faiblesse
1741_Duclos_Confessions	tenus sur son compte à Senecé, qui	avait	eu la faiblesse de les lui rapporter. Je profitai sur-le-champ de
1741_Duclos_Confessions	profitai sur-le-champ de l'ouverture qu'elle me	donnait	; j'en avouai plus qu'il n'en avait dit,
1741_Duclos_Confessions	j'en avouai plus qu'il n'en	avait	dit, et j'ajoutai que la jalousie m'en avait encore
1741_Duclos_Confessions	et j'ajoutai que la jalousie m'en	avait	encore inspiré davantage. Feignant alors de ne pouvoir plus cacher mon
1741_Duclos_Confessions	lui dis en rougissant, et je le	pouvais	à plus d'un titre, que je l'avais aimée dès
1741_Duclos_Confessions	plus d'un titre, que je l'	avais	aimée dès le premier moment, que je n'avais pu supporter
1741_Duclos_Confessions	dès le premier moment, que je n'	avais	pu supporter le bonheur de Senecé et que j'avais fait tous
1741_Duclos_Confessions	supporter le bonheur de Senecé et que j'	avais	fait tous mes efforts pour le dégoûter et l'éloigner, n'
1741_Duclos_Confessions	supplanter autrement. Je remarquai que la Dornal	avalait	à longs traits le poison que je lui présentais ; ses yeux
1741_Duclos_Confessions	à longs traits le poison que je lui	présentais	; ses yeux s'attendrirent, elle me répondit qu'elle avait
1741_Duclos_Confessions	s'attendrirent, elle me répondit qu'elle	avait	été bien injuste à mon égard, qu'elle ne pouvait pas
1741_Duclos_Confessions	injuste à mon égard, qu'elle ne	pouvait	pas me blâmer, que l'amour portait son excuse avec lui
1741_Duclos_Confessions	pouvait pas me blâmer, que l'amour	portait	son excuse avec lui, qu'elle m'eût préféré à Senecé
1741_Duclos_Confessions	eût pénétré mes sentiments, qu'elle l'	avait	sincèrement aimé, mais que depuis quelque temps il n'en était
1741_Duclos_Confessions	mais que depuis quelque temps il n'en	était	guère digne, et qu'elle sentait qu'un hommage tel que
1741_Duclos_Confessions	en était guère digne, et qu'elle	sentait	qu'un hommage tel que le mien était bien capable de la
1741_Duclos_Confessions	sentait qu'un hommage tel que le mien	était	bien capable de la déterminer à abandonner un amant qui m'était
1741_Duclos_Confessions	la déterminer à abandonner un amant qui m'	était	si fort inférieur. Elle prononça ces derniers mots avec une rougeur
1741_Duclos_Confessions	derniers mots avec une rougeur qui ne lui	convenait	guère. Je me jetai à ses genoux, et lui fis
1741_Duclos_Confessions	lui fis entendre par mes remerciements qu'elle	venait	de s'engager avec moi. Les préliminaires d'une intrigue ne
1741_Duclos_Confessions	un air d'enfance dont la vertueuse Dornal	était	fort éloignée. En peu de jours nos affaires furent réglées,
1741_Duclos_Confessions	de singulier, c'est qu'il n'	était	content de sa maîtresse que depuis qu'elle s'éloignait de lui
1741_Duclos_Confessions	de sa maîtresse que depuis qu'elle s'	éloignait	de lui ; ce n'était pas mon compte : pour l'
1741_Duclos_Confessions	elle s'éloignait de lui ; ce n'	était	pas mon compte : pour l'exécution de mon projet, il
1741_Duclos_Confessions	pour l'exécution de mon projet, il	fallait	qu'il fût jaloux. J'affectais inutilement d'avoir devant lui
1741_Duclos_Confessions	il fallait qu'il fût jaloux. J'	affectais	inutilement d'avoir devant lui un air d'intelligence avec sa maîtresse
1741_Duclos_Confessions	d'intelligence avec sa maîtresse, nous nous	lancions	de ces regards qui dévoilent tant de mystères et trahissent tant d'
1741_Duclos_Confessions	et trahissent tant d'amants ; tout cela	échappait	au tranquille Senecé. Un jour il me dit qu'il comptait
1741_Duclos_Confessions	. Un jour il me dit qu'il	comptait	aller le lendemain à Versailles ; j'évitai de me trouver ce
1741_Duclos_Confessions	avec lui chez la Dornal. Je ne	doutais	point qu'elle m'avertît du voyage, et je voulais la
1741_Duclos_Confessions	elle m'avertît du voyage, et je	voulais	la mettre dans la nécessité de me l'écrire : je ne
1741_Duclos_Confessions	encore plus clair, par lequel elle me	donnait	rendez -vous pour la nuit suivante ; elle y parlait de Senecé
1741_Duclos_Confessions	-vous pour la nuit suivante ; elle y	parlait	de Senecé avec mépris, et me donnait les assurances de l'
1741_Duclos_Confessions	parlait de Senecé avec mépris, et me	donnait	les assurances de l'amour le plus violent. J'allai aussitôt
1741_Duclos_Confessions	d'intérêt d'autant plus suspect que cela	devait	m'être indifférent ; il y fit attention, et je le
1741_Duclos_Confessions	je l'eus amené au point que je	désirais	, je le quittai ; mais, en tirant mon mouchoir,
1741_Duclos_Confessions	à mon rendez -vous, dont je n'	avais	assurément pas envie de profiter ; mais je croyais que l'unique
1741_Duclos_Confessions	assurément pas envie de profiter ; mais je	croyais	que l'unique moyen de détromper mon ami était de paraître à
1741_Duclos_Confessions	que l'unique moyen de détromper mon ami	était	de paraître à ses yeux pousser l'aventure jusqu'à la dernière
1741_Duclos_Confessions	de mystère affecté. Senecé, qui y	avait	soupé, venait d'en sortir. Il était monté en chaise
1741_Duclos_Confessions	. Senecé, qui y avait soupé,	venait	d'en sortir. Il était monté en chaise comme pour se
1741_Duclos_Confessions	soupé, venait d'en sortir. Il	était	monté en chaise comme pour se rendre à Versailles ; mais au
1741_Duclos_Confessions	mais au bout de la rue il en	était	descendu, et revenu à pied à quatre pas de la maison
1741_Duclos_Confessions	de la maison où je l'aperçus qui	faisait	le guet. Je ne fis pas semblant de l'avoir vu
1741_Duclos_Confessions	déshabillé le plus galant ; il ne lui	manquait	que de la jeunesse et des charmes, et à moi de
1741_Duclos_Confessions	eus quelques remords sur le rôle que je	jouais	; mais je me raffermis par le motif. Je ne doutais
1741_Duclos_Confessions	me raffermis par le motif. Je ne	doutais	point que Senecé ne me suivît bientôt. Je ne me trompais
1741_Duclos_Confessions	ne me suivît bientôt. Je ne me	trompais	pas. Il entra un moment après moi, et dans le
1741_Duclos_Confessions	et de parer le coup qu'il me	portait	; mais l'audacieuse Dornal, qui s'était rassurée dans l'
1741_Duclos_Confessions	; mais l'audacieuse Dornal, qui s'	était	rassurée dans l'instant, le saisit et lui demanda de quel
1741_Duclos_Confessions	saisit et lui demanda de quel droit il	venait	chez elle faire un tel scandale, et lui ordonna de sortir
1741_Duclos_Confessions	. Lorsque je vis qu'il n'y	avait	pas autre chose à craindre, je sortis et j'attendais dans
1741_Duclos_Confessions	chose à craindre, je sortis et j'	attendais	dans la rue pour voir la suite de cette aventure. J'
1741_Duclos_Confessions	heure sans voir paraître Senecé. Je ne	pouvais	pas imaginer ce qui le retenait, je ne croyais pas que
1741_Duclos_Confessions	Je ne pouvais pas imaginer ce qui le	retenait	, je ne croyais pas que le procédé de la Dornal exigeât
1741_Duclos_Confessions	imaginer ce qui le retenait, je ne	croyais	pas que le procédé de la Dornal exigeât une explication si longue
1741_Duclos_Confessions	une lettre détaillée, dans laquelle je lui	rendais	un compte exact de ma conduite et de mes motifs ; je
1741_Duclos_Confessions	. J'appris quelques jours après qu'il	continuait	de revoir sa maîtresse. Je ne concevais pas comment elle avait
1741_Duclos_Confessions	continuait de revoir sa maîtresse. Je ne	concevais	pas comment elle avait pu se justifier, ni qu'il eût
1741_Duclos_Confessions	maîtresse. Je ne concevais pas comment elle	avait	pu se justifier, ni qu'il eût été assez faible pour
1741_Duclos_Confessions	la Dornal étant mort assez brusquement, Senecé	avait	eu la lâcheté d'épouser cette vile créature. Comme il est
1741_Duclos_Confessions	communs dans Paris. Les intrigues où j'	étais	engagé pour mon compte m'empêchèrent de songer davantage à cette aventure
1741_Duclos_Confessions	songer davantage à cette aventure. Je me	trouvais	alors trois maîtresses à la fois : il faut des talents bien
1741_Duclos_Confessions	que je quittai bientôt, parce qu'elle	était	trop ce qu'on appelle caillette. Une femme de ce caractère
1741_Duclos_Confessions	de la société. Mme Derval, c'	était	son nom, était ce qu'onappelle une bonne femme qui avait
1741_Duclos_Confessions	Mme Derval, c'était son nom,	était	ce qu'onappelle une bonne femme qui avait le coeur droit,
1741_Duclos_Confessions	était ce qu'onappelle une bonne femme qui	avait	le coeur droit, l'esprit simple et de la candeur dans
1741_Duclos_Confessions	de la candeur dans le procédé. Il	était	aussi nécessaire à son existence d'aimer que de respirer. Chez
1741_Duclos_Confessions	que de respirer. Chez elle l'amour	avait	sa source dans le caractère, et ne dépendait point d'un
1741_Duclos_Confessions	sa source dans le caractère, et ne	dépendait	point d'un objet déterminé. Il lui fallait un amant quel
1741_Duclos_Confessions	point d'un objet déterminé. Il lui	fallait	un amant quel qu'il fût ; son coeur n'aurait pas
1741_Duclos_Confessions	se serait -elle aperçue du changement. Elle	aimait	de très bonne foi celui qu'elle avait, et conservait les
1741_Duclos_Confessions	aimait de très bonne foi celui qu'elle	avait	, et conservait les mêmes sentiments à son successeur. La figure
1741_Duclos_Confessions	bonne foi celui qu'elle avait, et	conservait	les mêmes sentiments à son successeur. La figure de Mme Derval
1741_Duclos_Confessions	. La figure de Mme Derval, qui	était	charmante, lui assurait toujours un amant, l'inconstance naturelle aux
1741_Duclos_Confessions	Mme Derval, qui était charmante, lui	assurait	toujours un amant, l'inconstance naturelle aux amants heureux le lui
1741_Duclos_Confessions	l'inconstance naturelle aux amants heureux le lui	faisait	bientôt perdre ; mais il ne la quittait que pour faire place
1741_Duclos_Confessions	faisait bientôt perdre ; mais il ne la	quittait	que pour faire place à un autre, dont le bonheur était
1741_Duclos_Confessions	place à un autre, dont le bonheur	était	aussi sûr et la constance aussi faible. D'ailleurs le bon
1741_Duclos_Confessions	aussi faible. D'ailleurs le bon air	était	de l'avoir eue, et je voulus en passer ma fantaisie
1741_Duclos_Confessions	je voulus en passer ma fantaisie. Je	comptais	que ce serait une affaire de quelques jours ; mais la bonté
1741_Duclos_Confessions	pour moi m'arrêtèrent insensiblement. Je l'	avais	prise par caprice, je m'y attachai par goût, et
1741_Duclos_Confessions	y attachai par goût, et il y	avait	déjà deux mois que je vivais avec elle sans songer à la
1741_Duclos_Confessions	il y avait déjà deux mois que je	vivais	avec elle sans songer à la quitter, lorsque je reçus un
1741_Duclos_Confessions	avez pris Mme Derval, monsieur, j'	étais	dans le même dessein ; mais vous m'avez prévenu, votre
1741_Duclos_Confessions	, et même de la constance. J'	espérais	toujours que vous quitteriez Mme Derval ; j'attendais mon tour,
1741_Duclos_Confessions	toujours que vous quitteriez Mme Derval ; j'	attendais	mon tour, et, dans cette confiance, j'ai rompu
1741_Duclos_Confessions	réponses obscures et équivoques, que cela lui	paraissait	aussi simple qu'indifférent. Dès ce moment je sentis mes torts
1741_Duclos_Confessions	la société MmeDerval, comme un effet qui	devait	être dans le commerce. Quoique je ne vécusse au milieu des
1741_Duclos_Confessions	qu'on appelle la bonne compagnie, j'	étais	trop répandu pour n'être pas du moins connu de la mauvaise
1741_Duclos_Confessions	, indépendamment des commerces réglés, je me	trouvais	quelquefois engagé dans ces soupers de liberté, où il semblerait qu'
1741_Duclos_Confessions	qu'exigent les honnêtes femmes, si on	pouvait	leur faire un reproche aussi mal fondé. C'était dans ces
1741_Duclos_Confessions	faire un reproche aussi mal fondé. C'	était	dans ces parties que je connaissais les beautés nouvelles que la misère
1741_Duclos_Confessions	. C'était dans ces parties que je	connaissais	les beautés nouvelles que la misère, le libertinage et la séduction
1741_Duclos_Confessions	et jamais celle du plaisir. Je me	voyais	l'objet des agaceries des coquettes, et des déclarations peu équivoques
1741_Duclos_Confessions	autres femmes. Ce manège, qui m'	avait	amusé pendant quelque temps, me parut enfin ridicule. Je m'
1741_Duclos_Confessions	que les gens sensés, même ceux qui	aimaient	le plaisir, faisaient d'un homme à la mode, et
1741_Duclos_Confessions	, même ceux qui aimaient le plaisir,	faisaient	d'un homme à la mode, et je commençai à rougir
1741_Duclos_Confessions	commençai à rougir d'un titre que je	partageais	avec des gens fort méprisables. L'idée d'une vie plus
1741_Duclos_Confessions	au penchant de mon coeur. On m'	avait	souvent adressé de ces lettres que les personnes connues à Paris par
1741_Duclos_Confessions	faveurs à un prix raisonnable. Je me	divertissais	de ces billets ; c'est toute la réponse qu'ils exigent
1741_Duclos_Confessions	me dit qu'une femme assez mal vêtue	attendait	depuis longtemps que je fusse éveillé pour me parler d'une affaire
1741_Duclos_Confessions	me parler d'une affaire qu'elle ne	pouvait	, disait -elle, communiquer qu'à moi. J'ordonnai qu'
1741_Duclos_Confessions	d'une affaire qu'elle ne pouvait,	disait	-elle, communiquer qu'à moi. J'ordonnai qu'on la
1741_Duclos_Confessions	et qu'on nous laissât seuls. J'	attendais	que cette femme m'expliquât ce qu'elle voulait ; mais je
1741_Duclos_Confessions	que cette femme m'expliquât ce qu'elle	voulait	; mais je n'ai jamais vu d'embarras pareil au sien
1741_Duclos_Confessions	misère et la vertu humiliée peuvent inspirer,	était	peint sur son visage. Elle ouvrit plusieurs fois la bouche ;
1741_Duclos_Confessions	ouvrit plusieurs fois la bouche ; la parole	expirait	toujours sur ses lèvres. Son état me toucha ; je cherchai
1741_Duclos_Confessions	; je lui marquai toute la sensibilité qui	pouvait	l'encourager. Après plusieurs efforts, et tâchant de me dérober
1741_Duclos_Confessions	et tâchant de me dérober des larmes qui	sortaient	malgré elle, d'une voix basse et entrecoupée, elle me
1741_Duclos_Confessions	et entrecoupée, elle me dit qu'elle	était	dans la dernière misère ; qu'elle avait perdu son mari qui
1741_Duclos_Confessions	était dans la dernière misère ; qu'elle	avait	perdu son mari qui la faisait vivre par son travail ; qu'
1741_Duclos_Confessions	qu'elle avait perdu son mari qui la	faisait	vivre par son travail ; qu'elle avait été obligée de vendre
1741_Duclos_Confessions	faisait vivre par son travail ; qu'elle	avait	été obligée de vendre ce qui lui était resté pour payer quelques
1741_Duclos_Confessions	avait été obligée de vendre ce qui lui	était	resté pour payer quelques dettes ; qu'elle avait une fille d'
1741_Duclos_Confessions	resté pour payer quelques dettes ; qu'elle	avait	une fille d'environ seize ans qui achevait son malheur par la
1741_Duclos_Confessions	avait une fille d'environ seize ans qui	achevait	son malheur par la tendresse qu'elles avaient l'une pour l'
1741_Duclos_Confessions	achevait son malheur par la tendresse qu'elles	avaient	l'une pour l'autre et l'impossibilité où elle était de
1741_Duclos_Confessions	pour l'autre et l'impossibilité où elle	était	de la faire subsister. Cette femme s'arrêta là ; les
1741_Duclos_Confessions	s'arrêta là ; les larmes qu'elle	avait	tâché de suspendre sortirent avec plus d'abondance et lui coupèrent la
1741_Duclos_Confessions	et lui coupèrent la voix. Je me	sentais	ému ; son discours, son état, sa physionomie m'intéressaient
1741_Duclos_Confessions	discours, son état, sa physionomie m'	intéressaient	. Je fis cependant effort sur moi -même pour lui cacher mon
1741_Duclos_Confessions	continuer. Je lui demandai ce qu'elle	désirait	que je fisse pour elle. " on m'a assuré,
1741_Duclos_Confessions	-elle avec un trouble nouveau, et qui	paraissait	encore augmenter à chaque instant, qu'il y avait des personnes
1741_Duclos_Confessions	augmenter à chaque instant, qu'il y	avait	des personnes riches qui voulaient bien avoir soin de filles qui n'
1741_Duclos_Confessions	qu'il y avait des personnes riches qui	voulaient	bien avoir soin de filles qui n'avaient d'autre ressource que
1741_Duclos_Confessions	voulaient bien avoir soin de filles qui n'	avaient	d'autre ressource que la charité ; je viens implorer la vôtre
1741_Duclos_Confessions	les yeux ; je sentis que j'en	étais	autant l'objet qu'elle -même. Elle rougissait à la fois
1741_Duclos_Confessions	autant l'objet qu'elle -même. Elle	rougissait	à la fois d'un discours humiliant pour elle, et que
1741_Duclos_Confessions	elle, et que la nature qui se	révoltait	lui faisait sans doute trouver offensant pour moi. Je pénétrai toute
1741_Duclos_Confessions	et que la nature qui se révoltait lui	faisait	sans doute trouver offensant pour moi. Je pénétrai toute son âme
1741_Duclos_Confessions	la consoler, et comme je ne me	trouvais	pas moi -même tranquille, je lui donnai l'argent que j'
1741_Duclos_Confessions	, je lui donnai l'argent que j'	avais	sur moi, et je la renvoyai pour respirer en liberté.
1741_Duclos_Confessions	état, sur les combats que son coeur	avait	dû essuyer avant de faire cette démarche, et combien notre vertu
1741_Duclos_Confessions	des distractions. L'impression que cette infortunée	avait	faite sur mon âme ne me laissait pas tranquille. Je me
1741_Duclos_Confessions	infortunée avait faite sur mon âme ne me	laissait	pas tranquille. Je me retirai chez moi toujours occupé de cette
1741_Duclos_Confessions	on m'annonça la même personne ; j'	ignorais	ce qui pouvait la ramener : j'ordonnai qu'on la fît
1741_Duclos_Confessions	la même personne ; j'ignorais ce qui	pouvait	la ramener : j'ordonnai qu'on la fît entrer. Elle
1741_Duclos_Confessions	jugeai être la sienne, et qui l'	était	en effet. J'étais encore au lit. Elles s'avancèrent
1741_Duclos_Confessions	et qui l'était en effet. J'	étais	encore au lit. Elles s'avancèrent l'une et l'autre
1741_Duclos_Confessions	les plus humbles de ce que je lui	avais	donné la veille. La fille, qui gardait le silence,
1741_Duclos_Confessions	donné la veille. La fille, qui	gardait	le silence, joignait seulement aux discours de sa mère l'air
1741_Duclos_Confessions	La fille, qui gardait le silence,	joignait	seulement aux discours de sa mère l'air le plus soumis.
1741_Duclos_Confessions	imposer silence à la mère. Je la	laissais	parler sans songer à ce qu'elle me disait, tant j'
1741_Duclos_Confessions	parler sans songer à ce qu'elle me	disait	, tant j'étais frappé de la beauté de sa fille.
1741_Duclos_Confessions	ce qu'elle me disait, tant j'	étais	frappé de la beauté de sa fille. La candeur, la
1741_Duclos_Confessions	La candeur, la vertu, l'innocence	étaient	peintes sur son visage. On ne voit point de ces physionomies
1741_Duclos_Confessions	les plus réguliers et les plus séduisants ne	perdaient	rien de leur éclat, malgré l'abattement et la pâleur qui
1741_Duclos_Confessions	, malgré l'abattement et la pâleur qui	devaient	naturellement les éteindre. Elle n'avait pas la force de se
1741_Duclos_Confessions	qui devaient naturellement les éteindre. Elle n'	avait	pas la force de se soutenir ; elle n'osait me regarder
1741_Duclos_Confessions	la force de se soutenir ; elle n'	osait	me regarder, et ne respirait que par de profonds soupirs.
1741_Duclos_Confessions	elle n'osait me regarder, et ne	respirait	que par de profonds soupirs. Je lui dis d'approcher,
1741_Duclos_Confessions	sa fille entre ses bras ; elles se	tenaient	l'une et l'autre embrassées ; elles se serraient comme si
1741_Duclos_Confessions	une et l'autre embrassées ; elles se	serraient	comme si elles eussent craint d'être séparées pour toujours. Je
1741_Duclos_Confessions	d'être séparées pour toujours. Je ne	savais	que penser d'une douleur aussi immodérée ; je crus enfin en
1741_Duclos_Confessions	Julie pour remercier notre bienfaiteur ; nous n'	osions	l'une et l'autre envisager d'autres motifs. Mais...
1741_Duclos_Confessions	connaître son idée ; je pensai que je	devais	épargner au malheur de la mère, à la pudeur de la
1741_Duclos_Confessions	ou plutôt il me parut qu'elle ne	sentait	pas des mouvements moins vifs ; mais ils n'étaient ni douloureux
1741_Duclos_Confessions	des mouvements moins vifs ; mais ils n'	étaient	ni douloureux ni humiliants. Elles tombèrent l'une et l'autre
1741_Duclos_Confessions	s'arrêtèrent point, le principe seul en	était	changé. Elles parlaient ensemble et se confondaient dans leurs remerciements ;
1741_Duclos_Confessions	le principe seul en était changé. Elles	parlaient	ensemble et se confondaient dans leurs remerciements ; il semblait que leur
1741_Duclos_Confessions	était changé. Elles parlaient ensemble et se	confondaient	dans leurs remerciements ; il semblait que leur coeur ne pût suffire
1741_Duclos_Confessions	et se confondaient dans leurs remerciements ; il	semblait	que leur coeur ne pût suffire à leur joie ; elles éclataient
1741_Duclos_Confessions	ne pût suffire à leur joie ; elles	éclataient	; elles ne pouvaient l'exprimer ; leurs discours étaient sans ordre
1741_Duclos_Confessions	leur joie ; elles éclataient ; elles ne	pouvaient	l'exprimer ; leurs discours étaient sans ordre ; elles ne se
1741_Duclos_Confessions	elles ne pouvaient l'exprimer ; leurs discours	étaient	sans ordre ; elles ne se faisaient entendre que par leurs transports
1741_Duclos_Confessions	discours étaient sans ordre ; elles ne se	faisaient	entendre que par leurs transports. " quoi ! Disaient -elles,
1741_Duclos_Confessions	que par leurs transports. " quoi !	Disaient	-elles, le ciel nous offre un bienfaiteur dont la générosité pure
1741_Duclos_Confessions	que de grâces !... " elles me	prenaient	les mains ; Julie me les serrait en les mouillant de larmes
1741_Duclos_Confessions	me prenaient les mains ; Julie me les	serrait	en les mouillant de larmes. La reconnaissance et la vertu la
1741_Duclos_Confessions	larmes. La reconnaissance et la vertu la	faisaient	me prodiguer des caresses dont sa pudeur aurait été effrayée, si
1741_Duclos_Confessions	fus attendri de ce spectacle ; mes yeux	avaient	peine à retenir leurs larmes. Je les fis relever et les
1741_Duclos_Confessions	silence ; je vis combien leur reconnaissance se	faisait	violence pour m'obéir. Je ne pouvais me lasser d'admirer
1741_Duclos_Confessions	faisait violence pour m'obéir. Je ne	pouvais	me lasser d'admirer la beauté de Julie. Je l'avouerai
